epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2778.21,0.55941,0.55705,1.04763,0.91333,0.86373,0.88424,0.79677,0.53615,0.49413,1.03358,0.000465755,0.000465755,0.000465755
23,2951.15,0.55814,0.56211,1.0496,0.91809,0.85205,0.88856,0.80268,0.51484,0.492,1.02116,0.000459934,0.000459934,0.000459934
24,3134.25,0.5608,0.55424,1.05235,0.90746,0.8648,0.8868,0.79629,0.51862,0.48213,1.0181,0.000454112,0.000454112,0.000454112
25,3323.87,0.55089,0.54688,1.04652,0.87233,0.87889,0.88016,0.79666,0.5167,0.50569,1.02018,0.000448291,0.000448291,0.000448291
26,3529.83,0.5429,0.52898,1.04178,0.92768,0.8682,0.88374,0.80537,0.49295,0.47338,0.99876,0.00044247,0.00044247,0.00044247
27,3687.4,0.53279,0.52296,1.03461,0.8977,0.88309,0.89346,0.80635,0.5266,0.46429,1.03186,0.000436649,0.000436649,0.000436649
28,3853.89,0.53365,0.52042,1.03396,0.91458,0.86176,0.88751,0.80433,0.4951,0.47485,0.99961,0.000430828,0.000430828,0.000430828
29,4021.17,0.53146,0.51927,1.03249,0.9047,0.87885,0.88856,0.80834,0.50398,0.4727,1.01064,0.000425006,0.000425006,0.000425006
30,4197.1,0.52908,0.5103,1.02906,0.91303,0.8725,0.89313,0.81094,0.48535,0.45173,0.99671,0.000419185,0.000419185,0.000419185
31,4388.06,0.52203,0.49994,1.02519,0.91371,0.86456,0.89391,0.80634,0.5061,0.46272,1.00999,0.000413364,0.000413364,0.000413364
32,4582.17,0.52453,0.51007,1.02988,0.90467,0.87167,0.89584,0.8092,0.49713,0.47258,1.00888,0.000407543,0.000407543,0.000407543
33,4779.67,0.50921,0.48828,1.01689,0.92358,0.8753,0.88719,0.80837,0.49045,0.47104,1.00328,0.000401722,0.000401722,0.000401722
34,4973.71,0.51713,0.48802,1.02723,0.91777,0.87771,0.89402,0.81059,0.48842,0.45461,1.0037,0.0003959,0.0003959,0.0003959
35,5155.5,0.50795,0.48564,1.01964,0.90102,0.88007,0.89869,0.82121,0.4784,0.45412,0.9899,0.000390079,0.000390079,0.000390079
36,5341.9,0.512,0.49189,1.01675,0.92299,0.87264,0.89711,0.81922,0.4845,0.43633,0.99969,0.000384258,0.000384258,0.000384258
37,5519.35,0.50344,0.48087,1.01659,0.90952,0.87351,0.89452,0.8165,0.47605,0.437,0.99837,0.000378437,0.000378437,0.000378437
38,5690.96,0.50682,0.48049,1.01454,0.91463,0.86681,0.89235,0.81026,0.49932,0.45809,1.01409,0.000372616,0.000372616,0.000372616
39,5847.56,0.49957,0.47753,1.01742,0.92846,0.87117,0.8998,0.81735,0.48114,0.44005,1.00285,0.000366794,0.000366794,0.000366794
40,6018.1,0.49895,0.47403,1.01524,0.93992,0.87606,0.90018,0.81914,0.47541,0.44957,0.99911,0.000360973,0.000360973,0.000360973
41,6178.69,0.5003,0.48211,1.01303,0.93774,0.86167,0.89918,0.82076,0.46943,0.43405,0.99726,0.000355152,0.000355152,0.000355152
42,6368.61,0.49267,0.46062,1.00833,0.92396,0.87424,0.89908,0.81906,0.46542,0.41984,0.99747,0.000349331,0.000349331,0.000349331
43,6561.52,0.49329,0.46572,1.00656,0.92301,0.87176,0.89573,0.82031,0.46588,0.43053,0.99481,0.00034351,0.00034351,0.00034351
44,6755.87,0.48043,0.45286,1.00376,0.89559,0.89096,0.89951,0.82215,0.46781,0.42915,0.99925,0.000337688,0.000337688,0.000337688
45,6988.97,0.47555,0.44287,0.99912,0.89418,0.88777,0.90008,0.82328,0.45471,0.4172,0.98509,0.000331867,0.000331867,0.000331867
46,7222.09,0.48149,0.44838,1.0049,0.9271,0.87654,0.89701,0.81902,0.46645,0.41805,0.99563,0.000326046,0.000326046,0.000326046
47,7415.11,0.4789,0.45519,1.00055,0.92965,0.87659,0.90379,0.82784,0.45482,0.41244,0.98054,0.000320225,0.000320225,0.000320225
48,7604.08,0.47185,0.43682,0.99661,0.93557,0.87511,0.89979,0.82026,0.47299,0.41233,1.00567,0.000314404,0.000314404,0.000314404
49,7786.81,0.47398,0.43874,0.99991,0.91835,0.88378,0.90218,0.82529,0.46604,0.41287,0.98635,0.000308582,0.000308582,0.000308582
50,7961.83,0.47119,0.43846,0.99747,0.92655,0.88398,0.90582,0.82799,0.46249,0.4197,1.00132,0.000302761,0.000302761,0.000302761
51,8138.78,0.46746,0.43581,0.99493,0.92691,0.87106,0.90415,0.82765,0.46584,0.42165,0.99821,0.00029694,0.00029694,0.00029694
52,8319.67,0.46137,0.4334,0.991,0.91267,0.88649,0.90726,0.82881,0.46119,0.41678,1.00109,0.000291119,0.000291119,0.000291119
53,8495.12,0.45736,0.42604,0.9885,0.92416,0.87927,0.90469,0.82587,0.47036,0.41852,1.00381,0.000285298,0.000285298,0.000285298
54,8671.37,0.4601,0.4331,0.98944,0.92811,0.88131,0.89944,0.82404,0.45567,0.41208,0.99882,0.000279476,0.000279476,0.000279476
55,8848.93,0.45747,0.42385,0.98955,0.90505,0.89538,0.90612,0.83439,0.45957,0.40764,1.00045,0.000273655,0.000273655,0.000273655
56,9023.29,0.45429,0.41637,0.98638,0.9069,0.89012,0.89967,0.82684,0.45328,0.40425,0.99436,0.000267834,0.000267834,0.000267834
57,9201.46,0.4545,0.41998,0.98811,0.92257,0.87828,0.90299,0.82861,0.45031,0.40205,0.99367,0.000262013,0.000262013,0.000262013
58,9374.44,0.45466,0.41942,0.98976,0.9279,0.86531,0.90634,0.83197,0.45582,0.39846,0.99109,0.000256192,0.000256192,0.000256192
59,9548.07,0.45051,0.41642,0.98704,0.90626,0.89164,0.9067,0.83319,0.44511,0.39533,0.98752,0.00025037,0.00025037,0.00025037
60,9724.09,0.45397,0.4195,0.98507,0.91967,0.89149,0.90541,0.82972,0.45268,0.39379,0.99545,0.000244549,0.000244549,0.000244549
61,9911.71,0.44243,0.40891,0.98598,0.91631,0.88355,0.90295,0.82799,0.45811,0.39976,1.00166,0.000238728,0.000238728,0.000238728
62,10099.8,0.4482,0.40703,0.9848,0.92367,0.88398,0.90753,0.83087,0.45302,0.40568,0.99619,0.000232907,0.000232907,0.000232907
63,10285.2,0.43382,0.39894,0.97876,0.91262,0.89467,0.90529,0.82997,0.45676,0.39902,0.99801,0.000227086,0.000227086,0.000227086
64,10474.6,0.43732,0.40295,0.97708,0.90498,0.89921,0.90841,0.83314,0.45024,0.38881,0.99226,0.000221264,0.000221264,0.000221264
65,10682.9,0.43982,0.40215,0.98283,0.90377,0.90078,0.90981,0.83418,0.45687,0.40099,1.00673,0.000215443,0.000215443,0.000215443
66,10892.7,0.43187,0.39341,0.97886,0.91557,0.8918,0.90496,0.8335,0.44058,0.39254,0.98409,0.000209622,0.000209622,0.000209622
67,11098.8,0.43617,0.39529,0.97875,0.91051,0.90077,0.90285,0.82775,0.45133,0.39347,0.99315,0.000203801,0.000203801,0.000203801
68,11296.4,0.4284,0.39209,0.97378,0.90533,0.90109,0.90567,0.83346,0.44681,0.39463,0.99692,0.00019798,0.00019798,0.00019798
69,11492.3,0.42454,0.39017,0.97222,0.90499,0.90222,0.90482,0.8304,0.44931,0.38695,0.99626,0.000192158,0.000192158,0.000192158
70,11690.6,0.43292,0.39474,0.974,0.92692,0.89705,0.90552,0.83078,0.44723,0.38723,0.99253,0.000186337,0.000186337,0.000186337
71,11890.6,0.43441,0.39222,0.97635,0.92254,0.89952,0.90709,0.83025,0.459,0.39121,1.00968,0.000180516,0.000180516,0.000180516
72,12075.8,0.41484,0.37844,0.9663,0.91085,0.89775,0.90398,0.83037,0.45184,0.38903,1.00238,0.000174695,0.000174695,0.000174695
73,12197.3,0.42234,0.38224,0.9695,0.92403,0.88971,0.90298,0.83104,0.43969,0.39871,0.99464,0.000168874,0.000168874,0.000168874
74,12333.7,0.42027,0.38384,0.97279,0.92695,0.88502,0.90134,0.82919,0.4434,0.40061,0.98686,0.000163052,0.000163052,0.000163052
75,12486.2,0.41889,0.37826,0.96961,0.90964,0.89116,0.90488,0.83103,0.4412,0.40191,0.98975,0.000157231,0.000157231,0.000157231
76,12648.4,0.4191,0.37995,0.96782,0.92248,0.89013,0.90806,0.83434,0.44193,0.39526,0.99104,0.00015141,0.00015141,0.00015141
77,12804.4,0.40869,0.37218,0.96772,0.91554,0.89506,0.90785,0.83435,0.43784,0.39697,0.98722,0.000145589,0.000145589,0.000145589
78,12966.3,0.4171,0.3755,0.96989,0.92525,0.89317,0.90601,0.83232,0.4391,0.38537,0.98924,0.000139768,0.000139768,0.000139768
79,13126.2,0.40879,0.36653,0.96445,0.92559,0.89071,0.90793,0.83617,0.43808,0.3928,0.98801,0.000133946,0.000133946,0.000133946
80,13278.7,0.40611,0.36543,0.96488,0.92801,0.88845,0.90918,0.83895,0.43968,0.38474,0.98931,0.000128125,0.000128125,0.000128125
81,13429.2,0.40561,0.36815,0.95993,0.92197,0.89744,0.90732,0.8364,0.43933,0.37937,0.99204,0.000122304,0.000122304,0.000122304
82,13582.7,0.40189,0.3607,0.96117,0.91513,0.89586,0.9098,0.83955,0.44085,0.3838,0.99398,0.000116483,0.000116483,0.000116483
83,13734.9,0.39823,0.35252,0.95985,0.91512,0.89805,0.91017,0.83578,0.43895,0.38361,0.99401,0.000110662,0.000110662,0.000110662
84,13896.1,0.40256,0.3616,0.96152,0.90558,0.90606,0.90726,0.83301,0.43941,0.38554,0.98911,0.00010484,0.00010484,0.00010484
85,14063.4,0.39727,0.35181,0.95794,0.92748,0.89198,0.90732,0.83449,0.44107,0.38613,0.99489,9.90192e-05,9.90192e-05,9.90192e-05
86,14245.6,0.40242,0.35547,0.96156,0.92604,0.89411,0.91089,0.83768,0.44204,0.38757,0.99627,9.3198e-05,9.3198e-05,9.3198e-05
87,14419.8,0.39032,0.3513,0.95235,0.9084,0.89906,0.90948,0.83622,0.44238,0.39025,0.99512,8.73768e-05,8.73768e-05,8.73768e-05
88,14603,0.38962,0.34828,0.95536,0.91506,0.89588,0.90852,0.83658,0.44251,0.38611,0.99973,8.15556e-05,8.15556e-05,8.15556e-05
89,14786.8,0.39481,0.35528,0.96259,0.91485,0.89385,0.90834,0.83677,0.44171,0.38624,0.99773,7.57344e-05,7.57344e-05,7.57344e-05
90,14983.4,0.38792,0.34467,0.95367,0.91788,0.89742,0.90845,0.83608,0.4418,0.39099,0.99848,6.99132e-05,6.99132e-05,6.99132e-05
91,15178.6,0.35021,0.318,0.93067,0.91895,0.89396,0.90865,0.83428,0.44281,0.37424,1.00205,6.4092e-05,6.4092e-05,6.4092e-05
92,15374.8,0.33268,0.31942,0.91538,0.91516,0.89605,0.90744,0.83272,0.43954,0.37677,0.99991,5.82708e-05,5.82708e-05,5.82708e-05
93,15554.4,0.33003,0.29991,0.9119,0.92171,0.89644,0.9087,0.8355,0.436,0.37482,0.99903,5.24496e-05,5.24496e-05,5.24496e-05
94,15758.8,0.32082,0.28892,0.90302,0.91654,0.89514,0.90867,0.83632,0.43322,0.37275,0.99446,4.66284e-05,4.66284e-05,4.66284e-05
95,15958.9,0.31763,0.28417,0.90065,0.92304,0.89487,0.91001,0.83702,0.43174,0.37285,0.99562,4.08072e-05,4.08072e-05,4.08072e-05
96,16170.4,0.3246,0.29753,0.9091,0.91632,0.89615,0.91065,0.83834,0.43063,0.37241,0.99581,3.4986e-05,3.4986e-05,3.4986e-05
97,16376.3,0.31297,0.28038,0.90203,0.92692,0.89143,0.90954,0.83858,0.43012,0.37434,0.99785,2.91648e-05,2.91648e-05,2.91648e-05
98,16596.6,0.31079,0.27408,0.90002,0.92637,0.8913,0.90872,0.83787,0.43062,0.37386,0.9992,2.33436e-05,2.33436e-05,2.33436e-05
99,16843.9,0.31328,0.28004,0.8997,0.9254,0.89048,0.90882,0.83724,0.43253,0.3747,1.00071,1.75224e-05,1.75224e-05,1.75224e-05
100,17079.1,0.30802,0.27212,0.89682,0.92376,0.89175,0.90912,0.83795,0.42935,0.37333,0.9964,1.17012e-05,1.17012e-05,1.17012e-05
1,24.4508,1.70931,3.73509,1.82902,0.0125,0.5,0.16583,0.06944,1.51682,3.79975,1.95619,1.111e-05,1.111e-05,1.111e-05
2,39.023,1.5066,3.67332,1.78852,0.01176,0.5,0.16583,0.07292,1.49444,3.89602,1.93413,3.3e-05,3.3e-05,3.3e-05
3,48.2978,1.77172,3.37723,1.77369,0.01124,0.5,0.199,0.08511,1.67134,3.908,2.04304,5.44501e-05,5.44501e-05,5.44501e-05
4,57.4746,1.23334,3.2801,1.48069,0.01075,0.5,0.24875,0.11199,1.66854,3.81616,2.04561,7.54602e-05,7.54602e-05,7.54602e-05
5,66.7945,1.2431,3.31668,1.50849,0.01163,0.5,0.3725,0.13105,1.50409,3.76656,1.94636,9.60304e-05,9.60304e-05,9.60304e-05
6,75.7545,1.15056,3.07247,1.34264,0.01299,0.5,0.3725,0.11681,1.68798,3.76234,2.01753,0.000116161,0.000116161,0.000116161
7,85.0907,1.45622,3.19279,1.64548,0.01449,0.5,0.41417,0.28652,1.59498,3.73401,1.89828,0.000135851,0.000135851,0.000135851
8,94.8085,1.06957,2.69792,1.20285,0.01613,0.5,0.4975,0.33624,1.77632,3.79394,2.03488,0.000155101,0.000155101,0.000155101
9,105.169,0.9119,3.14514,1.24343,0.01538,0.5,0.4975,0.29903,1.55478,3.80739,1.74266,0.000173911,0.000173911,0.000173911
10,114.213,1.14752,2.78969,1.30195,0.01562,0.5,0.4975,0.2739,1.55735,3.68493,1.69039,0.000192282,0.000192282,0.000192282
11,124.793,1.00904,2.37638,1.34798,0.01587,0.5,0.4975,0.25006,1.72221,3.77066,1.86683,0.000210212,0.000210212,0.000210212
12,135.179,1.23909,2.29959,1.41533,0.01724,0.5,0.4975,0.20732,1.76723,3.63445,1.89389,0.000227703,0.000227703,0.000227703
13,145.516,1.15568,2.22255,1.47192,0.02174,0.5,0.4975,0.21492,1.75852,3.40473,1.83086,0.000244753,0.000244753,0.000244753
14,156.971,1.16801,2.38252,1.54596,0.02381,0.5,0.4975,0.224,1.77937,3.25365,1.90542,0.000261364,0.000261364,0.000261364
15,167.882,0.95654,1.80841,1.21802,0.02439,0.5,0.4975,0.29356,1.74509,3.19874,1.92249,0.000277534,0.000277534,0.000277534
16,177.139,1.0632,1.92661,1.25027,0.02632,0.5,0.41417,0.298,1.65473,3.27114,1.91141,0.000293265,0.000293265,0.000293265
17,186.387,1.27951,2.50837,1.76185,0.0303,0.5,0.33167,0.20755,1.58108,3.39807,1.84012,0.000308556,0.000308556,0.000308556
18,195.507,0.8764,1.89469,1.23467,0.04372,1,0.40274,0.19086,1.61773,3.41258,1.80479,0.000323407,0.000323407,0.000323407
19,204.465,0.95427,1.68327,1.17048,0.02564,0.5,0.33167,0.19821,1.64279,3.44128,1.79593,0.000337817,0.000337817,0.000337817
20,213.79,1.18114,1.4229,1.23178,0.025,0.5,0.33167,0.21032,1.60542,3.42177,1.77124,0.000351788,0.000351788,0.000351788
21,223.098,1.04847,1.6437,1.26742,0.02041,0.5,0.24875,0.16076,1.35851,3.35641,1.56456,0.000365319,0.000365319,0.000365319
22,232.726,1.15865,1.63884,1.33508,0.01818,0.5,0.22375,0.15912,1.27415,3.22043,1.56088,0.00037841,0.00037841,0.00037841
23,242.187,1.23726,2.49628,1.53716,0.02829,1,0.26202,0.14324,1.25618,3.12122,1.51674,0.000391061,0.000391061,0.000391061
24,254.204,1.39954,1.54797,1.61278,0.02832,1,0.36483,0.21414,1.31288,3.02318,1.45959,0.000403272,0.000403272,0.000403272
25,264.665,1.04609,2.30336,1.39832,0.02981,1,0.53304,0.32704,1.3087,2.9367,1.41208,0.000415043,0.000415043,0.000415043
26,275.68,1.04611,1.50378,1.29401,0.01887,0.5,0.4975,0.34825,1.47542,3.00205,1.46666,0.000426374,0.000426374,0.000426374
27,286.917,1.33011,1.45446,1.40227,0.21757,0.5,0.4975,0.27325,1.53924,3.12146,1.52391,0.000437265,0.000437265,0.000437265
28,296.062,1.02271,1.21151,1.10582,0.21757,0.5,0.4975,0.27325,1.53924,3.12146,1.52391,0.000447716,0.000447716,0.000447716
29,306.38,1.14431,1.55254,1.17992,0.86094,0.5,0.4975,0.27969,1.46306,3.19372,1.5414,0.000457728,0.000457728,0.000457728
30,317.624,0.94741,1.37191,1.11794,0.78039,0.25,0.41417,0.2554,1.72091,3.36908,1.81884,0.000467299,0.000467299,0.000467299
31,328.192,1.2302,1.16548,1.1997,0.78039,0.25,0.41417,0.2554,1.72091,3.36908,1.81884,0.00047643,0.00047643,0.00047643
32,337.411,0.9991,1.31741,1.24057,0.80741,0.5,0.41417,0.26282,1.58313,3.3546,1.71994,0.000485121,0.000485121,0.000485121
33,346.533,1.3187,1.88374,1.49108,0.61419,0.25,0.28917,0.24817,1.46806,3.33879,1.68201,0.000493373,0.000493373,0.000493373
34,356.036,0.96004,1.29302,1.18619,0.61419,0.25,0.28917,0.24817,1.46806,3.33879,1.68201,0.000501184,0.000501184,0.000501184
35,367.113,0.78426,1.1288,1.1165,0.68671,0.25,0.28596,0.25004,1.50877,3.22405,1.69917,0.000508556,0.000508556,0.000508556
36,379.071,1.02911,1.29178,1.32748,0.60428,0.25,0.28596,0.21783,1.70883,3.42969,1.89853,0.000515487,0.000515487,0.000515487
37,390.726,1.07019,1.4235,1.33972,0.60428,0.25,0.28596,0.21783,1.70883,3.42969,1.89853,0.000521979,0.000521979,0.000521979
38,401.594,1.17759,1.35194,1.35163,0.01613,0.5,0.11375,0.08224,1.92809,3.82363,2.09953,0.000528031,0.000528031,0.000528031
39,412.192,1.09907,1.62582,1.42247,0.01786,0.5,0.09117,0.05757,2.25515,4.1976,2.29488,0.000533642,0.000533642,0.000533642
40,423.142,0.94716,1.42217,1.22486,0.01786,0.5,0.09117,0.05757,2.25515,4.1976,2.29488,0.000538814,0.000538814,0.000538814
41,433.719,1.05992,1.58759,1.27416,0.02,0.5,0.0995,0.04799,2.36658,3.91768,2.20025,0.000543546,0.000543546,0.000543546
42,445.164,0.9818,1.96363,1.52635,0.02,0.5,0.16583,0.06597,2.48462,3.95874,2.30455,0.000547837,0.000547837,0.000547837
43,457.253,0.82975,1.16102,1.03974,0.02,0.5,0.16583,0.06597,2.48462,3.95874,2.30455,0.000551689,0.000551689,0.000551689
44,467.298,1.00324,1.34506,1.16113,0.01667,0.5,0.16583,0.07188,2.29457,3.88737,2.28331,0.000555101,0.000555101,0.000555101
45,477.417,0.87788,1.92121,1.23523,0.01667,0.5,0.16583,0.07188,2.29457,3.88737,2.28331,0.000558073,0.000558073,0.000558073
46,487.409,1.01953,1.16646,1.17602,0.01429,0.5,0.2975,0.1913,2.10274,3.79622,2.27325,0.000560605,0.000560605,0.000560605
47,497.417,0.78501,1.28258,1.13914,0.01429,0.5,0.2975,0.1913,2.10274,3.79622,2.27325,0.000562697,0.000562697,0.000562697
48,507.576,0.81972,1.30496,1.10128,0.01333,0.5,0.08521,0.029,2.33678,3.70895,2.46187,0.000564349,0.000564349,0.000564349
49,517.535,1.02816,1.3715,1.15574,0.01333,0.5,0.08521,0.029,2.33678,3.70895,2.46187,0.000565561,0.000565561,0.000565561
50,527.007,0.84623,1.87158,1.21872,0.02127,1,0.06551,0.02061,2.5559,3.72949,2.83165,0.000566333,0.000566333,0.000566333
51,536.837,0.7925,1.21904,1.09629,0.02127,1,0.06551,0.02061,2.5559,3.72949,2.83165,0.000561055,0.000561055,0.000561055
52,547.161,0.87858,1.10068,1.16242,0.01235,0.5,0.07107,0.01946,2.42941,3.9221,2.69462,0.000550056,0.000550056,0.000550056
53,556.851,0.89776,1.11746,1.15484,0.01235,0.5,0.07107,0.01946,2.42941,3.9221,2.69462,0.000539057,0.000539057,0.000539057
54,566.456,0.99254,1.25514,1.16194,0.04461,0.25,0.08965,0.01791,2.66709,3.94014,2.75554,0.000528058,0.000528058,0.000528058
55,575.34,1.12251,1.4069,1.37817,0.04461,0.25,0.08965,0.01791,2.66709,3.94014,2.75554,0.000517059,0.000517059,0.000517059
56,585.115,1.32206,1.58008,1.60663,0.00935,0.5,0.02538,0.00947,2.56533,3.90181,2.63397,0.00050606,0.00050606,0.00050606
57,595.373,0.91138,1.28837,1.27747,0.00935,0.5,0.02538,0.00947,2.56533,3.90181,2.63397,0.000495062,0.000495062,0.000495062
58,605.617,1.02759,1.23108,1.29724,0.03368,0.25,0.0695,0.01123,2.39902,4.13384,2.53511,0.000484063,0.000484063,0.000484063
59,615.723,0.94197,1.03132,1.21051,0.03368,0.25,0.0695,0.01123,2.39902,4.13384,2.53511,0.000473064,0.000473064,0.000473064
60,626.324,1.06566,1.21921,1.20688,0.03297,0.5,0.07909,0.02665,1.98685,4.14969,2.22623,0.000462065,0.000462065,0.000462065
61,636.639,1.12879,1.53986,1.39523,0.03297,0.5,0.07909,0.02665,1.98685,4.14969,2.22623,0.000451066,0.000451066,0.000451066
62,646.236,0.89892,1.13006,1.11451,0.08836,0.25,0.14852,0.09005,1.28189,3.35547,1.68713,0.000440067,0.000440067,0.000440067
63,655.868,1.14062,1.31749,1.28375,0.08836,0.25,0.14852,0.09005,1.28189,3.35547,1.68713,0.000429068,0.000429068,0.000429068
64,666.144,1.12939,1.0475,1.28983,0.74376,0.25,0.25737,0.16955,1.41214,2.68659,1.52923,0.000418069,0.000418069,0.000418069
65,676.549,1.17296,1.16839,1.13653,0.74376,0.25,0.25737,0.16955,1.41214,2.68659,1.52923,0.00040707,0.00040707,0.00040707
66,686.766,1.24707,1.53167,1.50801,0.67927,0.5,0.34813,0.1997,1.61413,2.71142,1.63235,0.000396071,0.000396071,0.000396071
67,696.208,0.84934,0.98279,1.11114,0.67927,0.5,0.34813,0.1997,1.61413,2.71142,1.63235,0.000385073,0.000385073,0.000385073
68,706.143,0.96132,1.2808,1.12755,0.68303,0.5,0.38958,0.16953,1.66932,2.7415,1.74349,0.000374074,0.000374074,0.000374074
69,716.493,0.74672,1.02173,1.07851,0.68303,0.5,0.38958,0.16953,1.66932,2.7415,1.74349,0.000363075,0.000363075,0.000363075
70,726.618,0.89856,1.08734,1.10304,0.17585,0.5,0.38958,0.18073,1.69446,2.75841,1.89563,0.000352076,0.000352076,0.000352076
71,736.388,0.92007,1.71008,1.33224,0.17585,0.5,0.38958,0.18073,1.69446,2.75841,1.89563,0.000341077,0.000341077,0.000341077
72,748.759,1.06057,1.15529,1.20638,0.20396,0.5,0.41458,0.23217,1.70845,2.74897,1.92659,0.000330078,0.000330078,0.000330078
73,760.765,0.8321,1.00697,1.09292,0.20396,0.5,0.41458,0.23217,1.70845,2.74897,1.92659,0.000319079,0.000319079,0.000319079
74,771.081,0.86813,1.20335,1.29057,0.22722,0.5,0.45604,0.24816,1.65833,2.67323,1.92203,0.00030808,0.00030808,0.00030808
75,781.869,0.80948,0.96276,1.01273,0.22722,0.5,0.45604,0.24816,1.65833,2.67323,1.92203,0.000297081,0.000297081,0.000297081
76,792.893,0.72184,1.11743,1.10828,0.24845,0.5,0.45604,0.23229,1.66463,2.6102,1.9313,0.000286083,0.000286083,0.000286083
77,803.395,0.77464,1.0037,1.05433,0.24845,0.5,0.45604,0.23229,1.66463,2.6102,1.9313,0.000275084,0.000275084,0.000275084
78,815.409,0.67022,0.91061,1.03223,0.34346,0.53038,0.4975,0.26739,1.5584,2.71242,1.82544,0.000264085,0.000264085,0.000264085
79,826.424,0.83881,1.3947,1.35844,0.34346,0.53038,0.4975,0.26739,1.5584,2.71242,1.82544,0.000253086,0.000253086,0.000253086
80,835.704,0.90833,0.97899,1.04791,0.34344,0.82776,0.41458,0.21491,1.57323,2.69839,1.90019,0.000242087,0.000242087,0.000242087
81,844.786,0.65022,0.81884,0.97402,0.34344,0.82776,0.41458,0.21491,1.57323,2.69839,1.90019,0.000231088,0.000231088,0.000231088
82,854.321,0.69001,0.95768,1.01109,0.358,0.82401,0.41458,0.23217,1.49169,2.80495,1.84848,0.000220089,0.000220089,0.000220089
83,864.594,0.73225,0.9504,1.10113,0.358,0.82401,0.41458,0.23217,1.49169,2.80495,1.84848,0.00020909,0.00020909,0.00020909
84,874.829,0.77929,0.93699,1.08108,0.26675,0.67842,0.36483,0.19665,1.63414,2.85233,1.97973,0.000198091,0.000198091,0.000198091
